SPECIES;Year;Sub_Div;RECT;Area;Age0;Age1;Age2;Age3;Age4;Age5;Age6;Age7;Age8+
SPR;1994.00;29;47H1;920.30;1447.25;29.75;1378.22;3596.31;309.58;449.74;297.38;29.00;0.00
SPR;1995.00;21;41G0;108.10;0.00;0.07;0.07;0.01;0.01;0.00;0.00;0.00;0.00
SPR;1995.00;21;41G1;946.80;0.07;2.09;2.17;0.43;0.16;0.00;0.00;0.00;0.00
SPR;1995.00;21;41G2;432.30;0.29;3.22;6.62;6.35;3.79;0.19;0.00;0.00;0.00
SPR;1995.00;21;42G1;884.20;10.52;189.08;239.63;80.93;20.29;1.11;0.00;0.00;0.00
SPR;1995.00;21;42G2;606.80;1.59;23.27;28.67;11.05;2.36;0.22;0.00;0.00;0.00
SPR;1995.00;22;37G0;209.90;1144.72;157.97;42.19;1.71;5.14;4.15;0.86;0.26;0.54
SPR;1995.00;22;37G1;723.30;417.07;357.36;112.21;30.90;59.10;50.41;10.86;6.22;9.63
SPR;1995.00;22;38F9;51.90;2.12;2.83;0.99;0.16;0.22;0.24;0.05;0.02;0.02
SPR;1995.00;22;38G0;735.30;159.96;198.06;64.60;7.52;10.25;10.78;2.22;1.15;1.11
SPR;1995.00;22;38G1;173.20;65.18;7.29;0.60;0.00;0.00;0.90;0.00;0.00;0.00
SPR;1995.00;22;39F9;159.30;17.21;1.52;0.10;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1995.00;22;39G0;201.70;0.36;0.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1995.00;22;39G1;250.00;4.42;6.19;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1995.00;22;40F9;51.30;2.53;0.22;0.01;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1995.00;22;40G0;538.10;0.37;0.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1995.00;22;40G1;174.50;0.30;2.05;0.18;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1995.00;22;41G0;173.10;1.12;7.72;0.69;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1995.00;22;41G1;18.00;0.11;0.75;0.07;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1995.00;23;39G2;130.90;48.78;81.19;49.99;10.01;20.00;9.36;5.21;1.92;0.44
SPR;1995.00;23;40G2;164.00;1.66;2.06;2.54;2.48;1.98;1.06;0.30;0.17;0.00
SPR;1995.00;23;41G2;72.30;0.46;4.25;4.95;3.92;3.07;1.24;0.24;0.34;0.00
SPR;1995.00;24;37G2;192.40;160.89;202.47;102.16;30.30;103.74;35.64;33.15;5.20;5.50
SPR;1995.00;24;38G2;832.90;288.77;461.98;208.32;38.35;76.30;27.35;22.35;4.08;3.47
SPR;1995.00;24;38G3;865.70;2099.71;1192.18;688.37;79.93;146.21;71.33;36.07;15.20;2.45
SPR;1995.00;24;38G4;1034.80;122.17;119.24;66.18;13.38;21.67;11.25;4.99;2.75;0.45
SPR;1995.00;24;39G2;406.10;72.03;119.89;73.81;14.78;29.53;13.82;7.69;2.83;0.66
SPR;1995.00;24;39G3;765.00;27.99;132.45;95.19;44.77;121.22;53.14;33.83;12.07;2.33
SPR;1995.00;24;39G4;524.80;297.68;795.71;445.98;75.41;150.57;64.07;39.05;14.47;2.98
SPR;1995.00;25;37G5;642.20;4666.87;331.88;35.74;0.00;35.74;35.74;0.00;0.00;0.00
SPR;1995.00;25;38G5;1035.70;781.67;916.09;37.22;95.12;72.37;88.92;6.20;72.37;0.00
SPR;1995.00;25;38G6;940.20;1.19;92.47;6.46;24.81;31.28;9.35;0.50;1.01;2.89
SPR;1995.00;25;38G7;471.70;155.13;236.33;38.78;79.38;69.08;18.17;6.66;2.42;0.00
SPR;1995.00;25;39G5;979.00;16.39;435.62;39.97;227.54;180.39;92.24;12.29;18.44;2.04
SPR;1995.00;25;39G6;1026.00;9.89;351.93;31.80;119.43;122.25;56.53;3.53;4.24;6.36
SPR;1995.00;25;39G7;1026.00;668.67;1018.68;167.16;342.17;297.76;78.36;28.73;10.44;0.00
SPR;1995.00;25;40G4;677.20;3.07;11.05;1.66;1.81;7.31;8.98;3.07;0.00;0.00
SPR;1995.00;25;40G5;1012.90;17.07;457.33;70.73;37.81;217.07;286.59;131.70;0.00;3.66
SPR;1995.00;25;40G6;1013.00;9.00;706.73;126.04;217.57;247.58;169.55;16.50;0.00;6.00
SPR;1995.00;25;40G7;1013.00;72.45;1554.10;565.13;833.20;427.47;152.14;7.24;0.00;7.24
SPR;1995.00;25;41G7;1000.00;25.72;1209.07;231.52;1106.17;672.52;382.20;0.00;0.00;47.77
SPR;1995.00;26;37G8;86.00;0.00;74.81;23.54;53.77;8.18;3.50;2.00;1.16;0.00
SPR;1995.00;26;37G9;151.60;1.71;116.39;27.47;33.77;10.49;0.57;0.37;0.18;0.00
SPR;1995.00;26;38G8;624.60;0.00;758.35;227.65;377.00;47.85;21.75;10.15;7.25;0.00
SPR;1995.00;26;38G9;918.20;1223.50;4273.85;541.50;804.70;326.80;33.76;14.01;4.17;2.88
SPR;1995.00;26;39G8;1026.00;328.30;480.04;247.86;442.63;171.84;69.44;19.04;2.97;0.00
SPR;1995.00;26;39G9;1026.00;254.23;1396.68;200.76;376.21;199.81;76.45;26.76;17.67;0.00
SPR;1995.00;26;39H0;881.60;5262.16;1754.14;134.63;1085.50;336.06;133.46;127.24;0.00;0.00
SPR;1995.00;26;40G8;1013.00;197.22;552.31;213.86;476.97;298.15;210.88;102.12;17.76;9.07
SPR;1995.00;26;40G9;1013.00;622.12;2729.42;315.40;669.89;296.11;179.18;25.86;0.00;0.00
SPR;1995.00;26;40H0;1012.10;6033.48;5174.85;240.44;1041.50;330.15;85.48;28.15;0.00;0.00
SPR;1995.00;26;41G8;1000.00;1276.82;2727.85;229.15;548.94;923.54;604.62;317.44;68.08;92.01
SPR;1995.00;26;41G9;1000.00;533.51;3152.86;509.49;1046.51;570.37;122.83;59.29;39.36;0.00
SPR;1995.00;26;41H0;953.30;6333.94;6346.61;156.34;223.40;56.16;15.40;3.82;11.59;1.91
SPR;1995.00;27;42G7;986.90;25.52;1552.61;199.92;906.04;969.85;331.79;63.80;46.79;161.64
SPR;1995.00;27;43G7;913.80;0.00;3887.72;809.27;1491.61;983.82;610.93;126.95;39.67;0.00
SPR;1995.00;27;44G7;960.50;1371.43;4782.43;161.76;407.91;203.95;105.49;0.00;0.00;0.00
SPR;1995.00;27;45G7;908.70;516.86;810.47;123.75;446.49;208.68;211.10;67.94;26.69;16.98
SPR;1995.00;27;45G8;947.20;0.00;530.14;92.95;430.31;339.09;239.25;67.13;6.88;17.21
SPR;1995.00;28_2;42G8;945.40;0.00;823.90;242.42;922.40;927.40;869.67;708.26;304.26;189.83
SPR;1995.00;28_2;42G9;986.90;13.02;4594.83;775.72;2118.34;1837.74;1447.59;1193.58;388.23;221.26
SPR;1995.00;28_2;42H0;968.50;2550.80;10752.82;685.76;2354.89;947.80;368.92;110.45;83.00;72.57
SPR;1995.00;28_2;43G9;973.70;24.56;2241.29;389.83;1411.03;854.40;153.82;100.26;71.87;45.75
SPR;1995.00;28_2;43H0;973.70;1358.70;7885.19;953.18;1919.62;1091.32;282.59;270.70;0.00;0.00
SPR;1995.00;28_2;43H1;412.70;114.11;3293.27;178.01;534.05;178.01;0.00;267.01;0.00;0.00
SPR;1995.00;28_2;44G9;876.60;0.00;3971.54;472.25;1431.93;801.46;429.37;74.95;219.72;217.19
SPR;1995.00;28_2;44H0;960.50;407.10;6528.40;1209.19;2864.43;956.89;400.80;162.03;234.96;7.33
SPR;1995.00;28_2;44H1;824.60;1078.97;13262.03;993.57;1931.70;698.92;191.35;168.11;0.00;0.00
SPR;1995.00;28_2;45G9;924.50;9.30;899.73;47.37;497.94;238.43;191.06;96.32;45.76;24.48
SPR;1995.00;28_2;45H0;947.20;6.71;5910.20;478.60;2200.34;756.86;498.79;219.20;67.92;38.78
SPR;1995.00;28_2;45H1;827.10;179.88;8409.28;496.55;2982.26;769.75;265.02;279.67;54.59;0.00
SPR;1996.00;21;41G0;108.10;0.00;0.00;0.02;0.02;0.00;0.01;0.00;0.00;0.00
SPR;1996.00;21;41G1;946.80;0.00;0.00;0.75;0.58;0.00;0.35;0.00;0.00;0.00
SPR;1996.00;21;41G2;432.30;0.00;0.00;0.00;0.00;0.00;0.79;0.00;0.00;0.00
SPR;1996.00;21;42G1;884.20;0.00;0.12;0.04;0.16;0.00;0.04;0.00;0.00;0.00
SPR;1996.00;21;42G2;606.80;0.00;0.00;0.00;0.58;0.00;0.29;0.00;0.00;0.00
SPR;1996.00;22;37G0;209.90;0.41;10.94;9.04;20.37;13.16;8.31;0.38;0.83;0.36
SPR;1996.00;22;37G1;723.30;0.00;44.52;31.88;64.26;40.11;24.71;0.94;2.91;0.74
SPR;1996.00;22;38G0;735.30;1.26;33.57;27.75;62.51;40.37;25.48;1.17;2.53;1.09
SPR;1996.00;22;38G1;173.20;0.00;2.71;2.01;3.96;2.22;1.30;0.00;0.14;0.00
SPR;1996.00;22;39F9;159.30;0.00;0.60;0.37;0.45;0.32;0.09;0.00;0.01;0.00
SPR;1996.00;22;39G0;201.70;0.14;1.37;1.12;2.24;1.44;0.79;0.01;0.09;0.01
SPR;1996.00;22;39G1;250.00;0.86;1.45;0.95;1.60;1.17;0.56;0.00;0.02;0.00
SPR;1996.00;22;40F9;51.30;0.34;0.45;0.41;0.79;0.57;0.36;0.00;0.01;0.00
SPR;1996.00;22;40G0;538.10;2.82;3.71;3.39;6.55;4.67;3.01;0.02;0.09;0.01
SPR;1996.00;22;40G1;174.50;0.00;0.05;0.04;0.07;0.04;0.01;0.00;0.00;0.00
SPR;1996.00;22;41G0;173.10;1.53;2.01;1.83;3.55;2.53;1.63;0.01;0.05;0.01
SPR;1996.00;23;39G2;130.90;0.00;16.39;25.60;53.51;8.68;3.56;8.42;0.12;0.26
SPR;1996.00;23;40G2;164.00;0.77;2.25;7.19;12.52;6.34;1.15;0.38;1.67;0.00
SPR;1996.00;23;41G2;72.30;0.00;0.00;0.00;0.04;0.02;0.00;0.00;0.00;0.00
SPR;1996.00;24;37G2;192.40;1.61;17.49;17.23;34.55;9.39;5.19;5.37;0.44;0.61
SPR;1996.00;24;38G2;832.90;9.43;103.67;78.11;132.63;29.63;8.88;24.61;0.33;1.25
SPR;1996.00;24;38G3;865.70;79.44;395.10;148.01;279.66;48.08;19.61;40.42;0.16;1.97
SPR;1996.00;24;38G4;1034.80;0.00;200.02;464.40;328.27;205.84;125.59;74.44;8.42;6.59
SPR;1996.00;24;39G2;406.10;1.03;34.72;29.89;59.35;11.15;4.08;9.21;0.08;0.42
SPR;1996.00;24;39G3;765.00;59.54;494.88;239.95;166.03;72.32;36.95;28.38;6.31;6.37
SPR;1996.00;24;39G4;524.80;20.31;322.74;140.83;125.18;43.98;55.47;37.09;10.41;17.89
SPR;1996.00;25;37G5;642.20;0.00;43.19;107.75;46.58;42.68;12.49;5.73;1.04;0.51
SPR;1996.00;25;38G5;1035.70;0.00;89.86;296.81;92.69;112.33;48.62;33.49;24.01;0.64
SPR;1996.00;25;38G6;940.20;0.00;172.22;490.97;255.77;248.06;75.83;33.41;6.42;1.28
SPR;1996.00;25;38G7;471.70;0.00;259.62;395.21;124.93;82.41;17.72;6.20;0.88;0.00
SPR;1996.00;25;39G5;979.00;0.00;470.48;1279.62;355.17;441.94;266.74;244.41;155.02;30.26
SPR;1996.00;25;39G6;1026.00;0.00;234.60;578.24;230.38;294.32;146.66;75.63;18.40;10.86
SPR;1996.00;25;39G7;1026.00;0.00;472.62;827.35;267.08;261.76;123.51;69.03;10.93;9.18
SPR;1996.00;25;40G4;677.20;0.00;42.17;268.37;75.71;117.21;99.67;59.77;14.50;43.63
SPR;1996.00;25;40G5;1012.90;0.00;315.25;923.86;149.82;277.33;308.39;96.63;48.54;36.07
SPR;1996.00;25;40G6;1013.00;0.00;344.00;780.11;297.49;298.96;92.64;56.90;16.72;10.54
SPR;1996.00;25;40G7;1013.00;0.00;579.78;1621.58;387.49;588.34;362.31;103.38;38.08;1.95
SPR;1996.00;25;41G6;764.40;0.00;106.36;530.53;53.51;273.20;257.54;183.14;225.79;53.51
SPR;1996.00;25;41G7;1000.00;0.00;441.99;1806.83;686.19;661.68;228.30;218.43;66.50;4.19
SPR;1996.00;26;37G9;151.60;0.00;57.51;50.58;31.12;22.33;5.58;1.68;0.17;0.00
SPR;1996.00;26;38G8;624.60;6.14;911.16;351.86;150.58;89.11;18.44;6.14;1.53;0.00
SPR;1996.00;26;38G9;918.20;103.66;3380.50;677.81;306.38;170.40;73.70;8.92;0.92;0.00
SPR;1996.00;26;39G8;1026.00;0.00;454.52;618.60;418.69;296.10;73.54;18.85;3.77;1.88
SPR;1996.00;26;39G9;1026.00;0.00;2999.73;1346.54;531.82;423.87;124.62;20.66;5.18;0.86
SPR;1996.00;26;39H0;881.60;1677.05;3839.96;2919.89;474.62;105.56;48.55;0.00;0.00;0.00
SPR;1996.00;26;40G8;1013.00;3.70;579.18;1262.01;569.92;673.70;300.10;197.25;66.34;15.60
SPR;1996.00;26;40G9;1013.00;9.75;2505.54;2195.25;789.57;121.73;106.22;21.98;32.22;0.00
SPR;1996.00;26;40H0;1012.10;4.63;3404.76;5310.89;1783.75;783.71;349.96;68.91;21.50;0.00
SPR;1996.00;26;41G8;1000.00;15.12;945.56;2643.92;566.73;724.77;316.65;77.79;132.13;1.24
SPR;1996.00;26;41G9;1000.00;39.87;1153.24;3398.56;639.16;1185.75;176.69;133.74;233.37;0.00
SPR;1996.00;26;41H0;953.30;1114.25;5031.35;0.00;1738.76;55.67;213.09;37.81;0.00;36.52
SPR;1996.00;27;42G6;266.00;0.51;27.90;153.00;14.34;44.53;40.91;23.78;6.36;5.21
SPR;1996.00;27;42G7;986.90;10.77;487.37;2459.28;203.37;604.04;513.06;289.69;75.00;61.86
SPR;1996.00;27;43G7;913.80;0.00;864.01;3537.53;245.53;710.23;1055.05;596.81;548.28;56.38
SPR;1996.00;27;44G7;960.50;28.22;2358.39;6864.18;296.06;569.05;597.18;208.53;29.13;29.13
SPR;1996.00;27;44G8;456.60;0.00;304.88;472.44;12.95;22.45;31.95;16.84;2.16;0.00
SPR;1996.00;27;45G7;908.70;29.51;2200.63;4896.79;44.25;297.94;126.84;103.24;29.50;29.50
SPR;1996.00;27;45G8;947.20;0.00;489.35;885.72;13.65;64.77;57.82;20.40;8.67;0.00
SPR;1996.00;27;46G7;452.60;3.64;1041.21;1712.79;29.85;122.80;82.24;38.35;36.03;22.92
SPR;1996.00;27;46G8;884.80;0.00;1080.91;1736.67;30.34;137.70;98.95;47.20;45.09;30.38
SPR;1996.00;28_2;42G8;945.40;0.00;804.66;2909.06;442.33;412.16;184.92;120.01;56.83;42.59
SPR;1996.00;28_2;42G9;986.90;26.32;1680.02;2848.96;523.99;316.19;204.46;165.84;116.86;49.69
SPR;1996.00;28_2;42H0;968.50;51.58;1839.94;2241.74;397.66;540.18;184.54;157.23;47.94;94.32
SPR;1996.00;28_2;43G9;973.70;19.35;1451.93;5590.86;878.74;1238.97;176.61;189.65;517.55;191.89
SPR;1996.00;28_2;43H0;973.70;0.00;3713.71;3042.04;179.80;161.27;382.47;187.42;0.00;0.00
SPR;1996.00;28_2;44G9;876.60;39.86;1420.04;4694.57;244.41;598.18;585.28;130.07;195.08;65.04
SPR;1996.00;28_2;44H0;960.50;23.43;1307.59;3414.67;336.83;736.04;194.79;63.13;60.61;9.93
SPR;1996.00;28_2;44H1;824.60;21.09;870.62;2443.50;158.78;387.31;236.64;57.61;41.97;0.00
SPR;1996.00;28_2;45G9;924.50;0.00;2373.37;6220.30;425.99;441.46;212.91;146.83;40.11;27.88
SPR;1996.00;28_2;45H0;947.20;58.27;2798.09;7303.98;496.50;625.30;300.19;47.66;24.27;0.00
SPR;1996.00;28_2;45H1;827.10;72.80;3518.66;8900.87;647.58;942.95;327.38;112.53;54.56;0.00
SPR;1996.00;29;46G9;933.80;0.00;345.41;1106.95;206.64;233.16;80.47;29.11;21.94;4.87
SPR;1996.00;29;46H0;933.80;9.18;277.14;928.74;69.51;222.14;83.81;110.12;13.01;9.18
SPR;1996.00;29;47G9;876.20;55.19;374.63;1169.30;75.95;251.83;128.57;62.62;25.98;28.13
SPR;1996.00;29;47H0;920.30;11.54;545.10;2309.72;290.29;723.09;596.97;289.47;91.57;40.91
SPR;1996.00;29;47H1;920.30;0.00;554.58;2507.64;114.14;400.16;85.70;62.71;0.00;8.08
SPR;1997.00;21;41G0;108.10;0.00;0.03;0.07;0.16;0.06;0.01;0.00;0.00;0.00
SPR;1997.00;21;41G1;946.80;0.03;0.88;2.03;4.76;1.73;0.18;0.00;0.00;0.00
SPR;1997.00;21;41G2;432.30;0.00;0.06;0.11;0.17;0.09;0.02;0.00;0.00;0.00
SPR;1997.00;21;42G1;884.20;0.00;0.00;0.00;0.27;0.00;0.00;0.00;0.00;0.00
SPR;1997.00;21;42G2;606.80;0.00;0.00;0.30;0.00;0.89;0.30;0.00;0.00;0.00
SPR;1997.00;22;37G0;209.90;1.60;0.75;1.36;1.98;0.59;0.12;0.00;0.00;0.00
SPR;1997.00;22;37G1;723.30;43.28;29.50;56.05;84.61;44.12;5.22;0.00;0.00;0.00
SPR;1997.00;22;38G0;735.30;5.96;1.10;1.95;3.82;1.18;0.19;0.00;0.00;0.00
SPR;1997.00;22;38G1;173.20;2.63;0.48;0.86;1.69;0.52;0.09;0.00;0.00;0.00
SPR;1997.00;22;39F9;159.30;43.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1997.00;22;39G0;201.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1997.00;22;39G1;250.00;0.00;0.17;0.05;0.02;0.00;0.00;0.00;0.00;0.00
SPR;1997.00;22;40F9;51.30;0.44;0.02;0.12;0.21;0.09;0.01;0.00;0.00;0.00
SPR;1997.00;22;40G0;538.10;17.71;0.71;4.60;8.50;3.54;0.35;0.00;0.00;0.00
SPR;1997.00;22;40G1;174.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1997.00;22;41G0;173.10;9.59;0.38;2.49;4.61;1.92;0.19;0.00;0.00;0.00
SPR;1997.00;23;39G2;130.90;59.56;2.17;8.24;12.64;5.63;2.58;1.10;0.00;0.00
SPR;1997.00;23;40G2;164.00;49.19;3.49;15.93;15.87;10.72;7.44;0.00;0.00;0.00
SPR;1997.00;23;41G2;72.30;0.00;0.29;0.98;0.43;0.30;0.22;0.00;0.00;0.00
SPR;1997.00;24;37G2;192.40;162.52;59.93;88.54;127.78;35.00;13.13;7.22;0.00;0.00
SPR;1997.00;24;38G2;832.90;119.54;18.29;53.61;82.83;34.04;12.75;6.46;0.00;0.00
SPR;1997.00;24;38G3;865.70;757.78;254.76;306.27;380.63;142.08;94.76;45.91;0.00;0.00
SPR;1997.00;24;38G4;1034.80;1868.37;453.62;539.86;657.74;177.09;64.90;30.15;0.00;0.00
SPR;1997.00;24;39G2;406.10;51.44;8.50;30.81;44.97;15.07;5.53;2.45;0.00;0.00
SPR;1997.00;24;39G3;765.00;1308.12;521.38;459.73;527.45;111.46;35.11;10.76;0.00;0.00
SPR;1997.00;24;39G4;524.80;8.95;933.20;574.14;531.30;87.72;24.10;7.80;0.00;0.00
SPR;1997.00;25;38G5;1035.70;26.81;19.31;170.35;352.43;177.10;76.91;20.07;0.00;0.00
SPR;1997.00;25;38G6;940.20;5.01;21.39;140.39;182.45;74.25;23.39;7.70;1.36;0.00
SPR;1997.00;25;38G7;471.70;4.45;22.09;163.01;148.58;50.57;18.42;4.49;0.37;0.00
SPR;1997.00;25;39G5;979.00;16.12;11.61;102.45;211.96;106.51;46.25;12.07;0.00;0.00
SPR;1997.00;25;39G6;1026.00;33.27;288.58;1928.15;2365.56;958.93;356.34;98.61;14.52;0.00
SPR;1997.00;25;39G7;1026.00;45.29;224.78;1658.59;1511.82;514.56;187.45;45.71;3.77;0.00
SPR;1997.00;26;37G8;86.00;640.45;74.96;829.14;370.49;44.66;6.88;0.39;0.00;0.00
SPR;1997.00;26;37G9;151.60;1328.76;155.53;1720.24;768.68;92.66;14.28;0.81;0.00;0.00
SPR;1997.00;26;38G8;624.60;946.61;136.15;1650.50;861.28;154.73;32.61;9.10;0.00;0.00
SPR;1997.00;26;38G9;918.20;5768.92;135.33;2273.89;1691.73;309.64;40.16;22.67;0.00;0.00
SPR;1997.00;26;39G8;1026.00;410.34;171.59;2528.69;1800.56;517.59;158.04;47.97;8.18;0.00
SPR;1997.00;26;39G9;1026.00;65.41;97.92;2011.74;934.94;344.65;119.09;45.63;0.00;0.00
SPR;1997.00;26;39H0;881.60;7239.67;189.34;811.00;142.96;61.02;7.21;2.05;0.00;0.00
SPR;1997.00;26;40G8;1013.00;154.11;77.47;1656.77;1350.11;523.19;190.18;60.37;22.41;0.00
SPR;1997.00;26;40G9;1013.00;3845.95;127.94;1059.53;309.27;99.81;50.30;20.28;0.50;0.00
SPR;1997.00;26;40H0;1012.10;4197.84;636.75;2819.95;910.92;185.75;116.41;50.20;0.00;0.00
SPR;1997.00;26;41G8;1000.00;642.07;13.80;823.01;1637.87;191.10;307.55;148.94;107.41;9.91
SPR;1997.00;26;41G9;1000.00;17.40;242.75;2222.98;1538.28;47.32;150.50;53.38;32.01;7.55
SPR;1997.00;26;41H0;953.30;1058.22;494.19;2315.20;1280.71;150.14;70.14;147.05;92.24;0.00
SPR;1997.00;28_2;42G8;945.40;401.58;0.00;2551.81;3034.00;98.79;602.83;73.68;234.41;0.00
SPR;1997.00;28_2;42G9;986.90;9.32;3.72;1916.52;2149.73;100.73;246.24;38.87;55.94;42.74
SPR;1997.00;28_2;42H0;968.50;674.87;346.66;1551.88;952.17;0.00;158.36;10.34;52.79;20.68
SPR;1997.00;28_2;43G9;973.70;95.90;170.34;2033.78;3131.00;48.92;459.29;130.32;125.17;70.57
SPR;1997.00;28_2;43H0;973.70;1333.14;267.21;1932.67;1813.36;130.65;315.94;229.64;62.51;22.25
SPR;1997.00;28_2;43H1;412.70;1014.69;177.94;1302.13;1031.57;92.14;196.47;110.66;21.45;18.52
SPR;1997.00;28_2;44G9;876.60;1669.03;197.53;1185.21;1863.92;74.87;418.97;0.00;74.87;0.00
SPR;1997.00;28_2;44H0;960.50;1361.16;109.18;1760.85;2217.89;66.29;226.96;85.79;6.65;9.93
SPR;1997.00;28_2;44H1;824.60;515.78;400.78;2587.85;2706.76;94.20;376.43;164.99;164.62;23.60
SPR;1997.00;28_2;45G9;924.50;2005.38;87.16;841.92;2598.55;58.11;588.10;232.43;166.98;29.05
SPR;1997.00;28_2;45H0;947.20;1682.10;170.98;1382.43;3690.11;56.99;474.54;246.57;188.18;145.95
SPR;1997.00;28_2;45H1;827.10;2255.80;548.94;2340.62;2279.63;76.24;198.23;22.87;121.99;0.00
SPR;1998.00;21;41G0;108.10;0.04;0.03;0.01;0.01;0.00;0.00;0.00;0.00;0.00
SPR;1998.00;21;41G1;946.80;1.06;0.68;0.24;0.14;0.00;0.00;0.00;0.00;0.00
SPR;1998.00;21;41G2;432.30;0.20;3.81;0.56;0.21;0.11;0.00;0.00;0.00;0.00
SPR;1998.00;21;42G1;884.20;0.00;0.66;2.58;10.86;8.24;1.72;0.00;3.08;0.00
SPR;1998.00;21;42G2;606.80;0.09;1.71;0.25;0.10;0.05;0.00;0.00;0.00;0.00
SPR;1998.00;22;37G0;209.90;72.88;188.60;66.72;101.86;38.01;9.29;0.00;0.00;1.34
SPR;1998.00;22;37G1;723.30;46.02;179.52;82.92;131.16;49.87;9.30;0.76;0.00;0.80
SPR;1998.00;22;38G0;735.30;28.27;6.06;2.21;3.53;1.42;0.25;0.00;0.00;0.00
SPR;1998.00;22;38G1;173.20;0.85;0.30;0.12;0.15;0.04;0.00;0.00;0.00;0.00
SPR;1998.00;22;39F9;159.30;144.12;5.82;3.93;7.86;4.49;1.08;0.00;0.00;0.00
SPR;1998.00;22;39G0;201.70;2.06;13.40;2.28;2.19;0.56;0.08;0.00;0.00;0.00
SPR;1998.00;22;39G1;250.00;7.73;3.19;0.59;0.48;0.03;0.00;0.00;0.00;0.00
SPR;1998.00;22;40F9;51.30;1.39;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1998.00;22;40G0;538.10;64.78;0.69;0.02;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1998.00;22;40G1;174.50;3.15;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1998.00;22;41G0;173.10;35.16;0.38;0.01;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1998.00;23;39G2;130.90;0.34;7.64;6.92;20.33;9.33;2.43;0.00;0.00;0.00
SPR;1998.00;23;40G2;164.00;0.00;29.89;11.00;14.31;7.35;0.16;0.00;0.00;0.00
SPR;1998.00;23;41G2;72.30;0.13;9.30;4.84;4.78;2.23;0.25;0.00;0.00;0.00
SPR;1998.00;24;37G2;192.40;4.57;5.32;5.05;13.88;6.08;1.79;0.00;0.00;0.00
SPR;1998.00;24;37G4;875.10;0.85;64.94;25.34;25.28;20.73;6.00;1.83;0.00;0.00
SPR;1998.00;24;38G2;832.90;6.24;17.47;10.34;26.65;10.23;2.96;0.00;0.00;0.00
SPR;1998.00;24;38G3;865.70;102.37;661.62;130.70;225.27;55.92;24.54;0.00;0.00;0.00
SPR;1998.00;24;38G4;1034.80;8.97;616.20;226.26;265.29;175.40;51.04;13.22;0.00;0.00
SPR;1998.00;24;39G2;406.10;0.51;11.38;10.31;30.27;13.89;3.62;0.00;0.00;0.00
SPR;1998.00;24;39G3;765.00;3.14;215.01;121.67;269.94;105.55;26.24;0.00;0.00;0.00
SPR;1998.00;24;39G4;524.80;0.52;175.02;50.36;95.51;72.41;16.75;7.35;2.69;0.00
SPR;1998.00;25;37G5;642.20;4.89;521.36;66.12;339.42;158.90;34.74;5.19;2.56;3.76
SPR;1998.00;25;37G6;130.70;0.56;69.52;6.95;35.00;13.44;3.03;0.78;0.14;0.55
SPR;1998.00;25;38G5;1035.70;5.50;881.73;132.37;699.72;377.71;82.50;11.01;8.62;6.80
SPR;1998.00;25;38G6;940.20;3.27;933.10;137.00;727.59;380.87;78.50;11.39;8.68;6.55
SPR;1998.00;25;39G5;979.00;0.00;123.20;6.39;27.29;60.23;17.69;63.38;9.50;0.00
SPR;1998.00;25;39G6;1026.00;0.00;414.21;24.96;271.17;152.81;25.10;31.23;34.26;0.00
SPR;1998.00;25;39G7;1026.00;0.00;1040.86;122.16;705.57;365.73;64.30;3.57;5.71;3.06
SPR;1998.00;25;40G4;677.20;0.00;45.67;6.84;16.95;32.55;5.15;5.55;4.65;0.00
SPR;1998.00;25;40G5;1012.90;0.00;722.26;160.35;518.63;659.96;114.97;71.42;63.92;0.00
SPR;1998.00;25;40G6;1013.00;0.00;177.20;99.43;285.84;362.95;114.35;73.28;27.93;0.00
SPR;1998.00;25;40G7;1013.00;0.00;84.47;47.39;136.25;173.00;54.50;34.93;13.31;0.00
SPR;1998.00;25;41G5;190.20;0.00;37.45;17.65;63.98;58.94;4.33;12.27;3.11;0.00
SPR;1998.00;25;41G6;764.40;0.00;223.39;105.31;381.68;351.60;25.80;73.17;18.57;0.00
SPR;1998.00;25;41G7;1000.00;0.00;297.26;83.50;112.11;55.86;25.72;9.70;0.00;0.00
SPR;1998.00;26;37G8;86.00;1.73;190.04;37.24;66.15;26.66;3.19;0.95;0.00;0.00
SPR;1998.00;26;37G9;151.60;4.90;290.57;53.44;93.40;31.62;3.38;0.66;0.00;0.00
SPR;1998.00;26;38G8;624.60;23.20;1447.75;293.94;481.64;199.09;26.82;6.52;0.00;0.00
